from,to,event,routing_key,from_team,to_team
studentenanstellung,sv-einordnung,langzeitvertrag-kuendigung-abgelehnt,studentenanstellung.langzeitvertrag-kuendigung-abgelehnt,StudentServices,Jehovakel
studentenanstellung,sv-einordnung,langzeitvertrag-versendet,studentenanstellung.langzeitvertrag-versendet,StudentServices,Jehovakel
studentenanstellung,sv-einordnung,wochenvertrag-versendet,studentenanstellung.wochenvertrag-versendet,StudentServices,Jehovakel
studentenstammdaten,datateam,interesse-an-jobvalley-job-bekundet,studentenstammdaten.interesse-an-jobvalley-job-bekundet,StudentServices,<Unknown>
studentenstammdaten,einsatzplanung,geburtsdatum-angegeben,studentenstammdaten.geburtsdatum-angegeben,StudentServices,<Unknown>
studentenstammdaten,einsatzplanung,name-angegeben,studentenstammdaten.name-angegeben,StudentServices,<Unknown>
studentenstammdaten,kundenfeedback,name-angegeben,studentenstammdaten.name-angegeben,StudentServices,Corporate
studentenstammdaten,matcheese,anschrift-angegeben,studentenstammdaten.anschrift-angegeben,StudentServices,<Unknown>
studentenstammdaten,matcheese,verfuegbarkeiten-angegeben,studentenstammdaten.verfuegbarkeiten-angegeben,StudentServices,<Unknown>
studentenstammdaten,shinobi,anschrift-angegeben,studentenstammdaten.anschrift-angegeben,StudentServices,Phteinpferd
studentenstammdaten,shinobi,berufserfahrung-angegeben,studentenstammdaten.berufserfahrung-angegeben,StudentServices,Phteinpferd
studentenstammdaten,shinobi,email-adresse-angegeben,studentenstammdaten.email-adresse-angegeben,StudentServices,Phteinpferd
studentenstammdaten,shinobi,geburtsdatum-angegeben,studentenstammdaten.geburtsdatum-angegeben,StudentServices,Phteinpferd
studentenstammdaten,shinobi,geschlecht-angegeben,studentenstammdaten.geschlecht-angegeben,StudentServices,Phteinpferd
studentenstammdaten,shinobi,interesse-an-jobvalley-job-bekundet,studentenstammdaten.interesse-an-jobvalley-job-bekundet,StudentServices,Phteinpferd
studentenstammdaten,shinobi,mobilnummer-angegeben,studentenstammdaten.mobilnummer-angegeben,StudentServices,Phteinpferd
studentenstammdaten,shinobi,name-angegeben,studentenstammdaten.name-angegeben,StudentServices,Phteinpferd
studentenstammdaten,shinobi,profilbild-hinterlegt,studentenstammdaten.profilbild-hinterlegt,StudentServices,Phteinpferd
studentenstammdaten,shinobi,staatsangehoerigkeit-angegeben,studentenstammdaten.staatsangehoerigkeit-angegeben,StudentServices,Phteinpferd
studentenstammdaten,shinobi,studentenstatus-angegeben,studentenstammdaten.studentenstatus-angegeben,StudentServices,Phteinpferd
studentenverwaltung,datateam,aktuelles-studium-festgelegt,studentenverwaltung.aktuelles-studium-festgelegt,Jobmensa,<Unknown>
studentenverwaltung,datateam,verfuegbarkeiten-angegeben,studentenverwaltung.verfuegbarkeiten-angegeben,Jobmensa,<Unknown>
studentenverwaltung,einsatzplanung,geburtstag-angegeben,studentenverwaltung.geburtstag-angegeben,Jobmensa,<Unknown>
studentenverwaltung,einsatzplanung,name-angegeben,studentenverwaltung.name-angegeben,Jobmensa,<Unknown>
studentenverwaltung,einsatzplanung,profilfoto-festgelegt,studentenverwaltung.profilfoto-festgelegt,Jobmensa,<Unknown>
studentenverwaltung,kundenfeedback,name-angegeben,studentenverwaltung.name-angegeben,Jobmensa,Corporate
studentenverwaltung,kundenfeedback,profilfoto-festgelegt,studentenverwaltung.profilfoto-festgelegt,Jobmensa,Corporate
studentenverwaltung,matcheese,jobvalley-account-angelegt,studentenverwaltung.jobvalley-account-angelegt,Jobmensa,<Unknown>
studentenverwaltung,shinobi,angaben-von-arbeitserlaubnis-bestaetigt,studentenverwaltung.angaben-von-arbeitserlaubnis-bestaetigt,Jobmensa,Phteinpferd
studentenverwaltung,shinobi,angaben-von-studienbescheinigung-bestaetigt,studentenverwaltung.angaben-von-studienbescheinigung-bestaetigt,Jobmensa,Phteinpferd
studentenverwaltung,shinobi,app-account-geloescht,studentenverwaltung.app-account-geloescht,Jobmensa,Phteinpferd
studentenverwaltung,shinobi,arbeitserlaubnis-abgelehnt,studentenverwaltung.arbeitserlaubnis-abgelehnt,Jobmensa,Phteinpferd
studentenverwaltung,shinobi,jobvalley-account-angelegt,studentenverwaltung.jobvalley-account-angelegt,Jobmensa,Phteinpferd
studentenverwaltung,shinobi,studienbescheinigung-abgelehnt,studentenverwaltung.studienbescheinigung-abgelehnt,Jobmensa,Phteinpferd
studentenzeiterfassung,arbeitszeitbestaetigung,arbeitszeit-von-student-geloescht,studentenzeiterfassung.arbeitszeit-von-student-geloescht,StudentServices,Corporate
studentenzeiterfassung,freigabe,arbeitszeit-von-student-erfasst,studentenzeiterfassung.arbeitszeit-von-student-erfasst,StudentServices,Jehovakel
studentenzeiterfassung,freigabe,arbeitszeit-von-student-geloescht,studentenzeiterfassung.arbeitszeit-von-student-geloescht,StudentServices,Jehovakel
temping,einsatzplanung,einsatzort_korrigiert,temping.auftrag.einsatzort_korrigiert,Phteinpferd,<Unknown>
temping,einsatzplanung,entfernt,temping.schicht.entfernt,Phteinpferd,<Unknown>
temping,einsatzplanung,erkrankung-gemeldet,temping.erkrankung-gemeldet,Phteinpferd,<Unknown>
temping,einsatzplanung,krankmeldung-zurueckgezogen,temping.krankmeldung-zurueckgezogen,Phteinpferd,<Unknown>
temping,einsatzplanung,student-unentschuldigt-gefehlt,temping.student-unentschuldigt-gefehlt,Phteinpferd,<Unknown>
temping,einsatzplanung,student-unentschuldigt-gefehlt-entfernt,temping.student-unentschuldigt-gefehlt-entfernt,Phteinpferd,<Unknown>
temping,einsatzplanung,taetigkeit_korrigiert,temping.auftrag.taetigkeit_korrigiert,Phteinpferd,<Unknown>
temping,einsatzplanung,unternehmen_name_korrigiert,temping.auftrag.unternehmen_name_korrigiert,Phteinpferd,<Unknown>
temping,freigabe,erkrankung-gemeldet,temping.erkrankung-gemeldet,Phteinpferd,Jehovakel
temping,freigabe,krankmeldung-zurueckgezogen,temping.krankmeldung-zurueckgezogen,Phteinpferd,Jehovakel
temping,freigabe,student-unentschuldigt-gefehlt,temping.student-unentschuldigt-gefehlt,Phteinpferd,Jehovakel
temping,freigabe,student-unentschuldigt-gefehlt-entfernt,temping.student-unentschuldigt-gefehlt-entfernt,Phteinpferd,Jehovakel
temping,freigabe,urlaub-gewaehrt,temping.urlaub-gewaehrt,Phteinpferd,Jehovakel
temping,freigabe,urlaub-storniert,temping.urlaub-storniert,Phteinpferd,Jehovakel
temping,kundenfeedback,erkrankung-gemeldet,temping.erkrankung-gemeldet,Phteinpferd,Corporate
temping,kundenfeedback,krankmeldung-zurueckgezogen,temping.krankmeldung-zurueckgezogen,Phteinpferd,Corporate
temping,kundenverwaltung,unternehmen_name_korrigiert,temping.auftrag.unternehmen_name_korrigiert,Phteinpferd,Corporate
temping,matcheese,einsatzende-festgelegt,temping.einsatzende-festgelegt,Phteinpferd,<Unknown>
temping,matcheese,erstqualifizierung-absolviert,temping.erstqualifizierung-absolviert,Phteinpferd,<Unknown>
temping,matcheese,erstqualifizierung-zurueckgezogen,temping.erstqualifizierung-zurueckgezogen,Phteinpferd,<Unknown>
temping,schichtbestellung,einsatzende-festgelegt,temping.einsatzende-festgelegt,Phteinpferd,Corporate
timetracking,rechnungsstellung,arbeitnehmerdaten-fuer-arbeitszeit,timetracking.arbeitnehmerdaten-fuer-arbeitszeit,<Unknown>,Jehovakel
timetracking,rechnungsstellung,arbeitszeit-um-zusatz-erweitert,timetracking.arbeitszeit-um-zusatz-erweitert,<Unknown>,Jehovakel
vertragsverwaltung,east,self-service-auev-beidseitig-gezeichnet,vertragsverwaltung.self-service-auev-beidseitig-gezeichnet,Corporate,<Unknown>
vertragsverwaltung,personalbestellung,self-service-auev-beidseitig-gezeichnet,vertragsverwaltung.self-service-auev-beidseitig-gezeichnet,Corporate,Corporate
vertragsverwaltung,personalbestellung,self-service-auev-fuer-elektronische-signatur-freigegeben,vertragsverwaltung.self-service-auev-fuer-elektronische-signatur-freigegeben,Corporate,Corporate
